Section,h,b,tw,tf,r,hi,d,A,AL,Iy,Wel_y,Wpl_y,iy,Avz,Iz,Wel_z,Wpl_z,iz,Ss,It,Iw,Flexure_Class_S355,Flexure_Class_S460,Flexure_Class_S355,Flexure_Class_S460
UC 203 x 203 x 71,215.8,206.4,10.0,17.3,10.0,181.2,161.2,90.4,1.22,7615.0,705.7,798.4,9.1,24.16,2537.0,245.8,373.6,5.2,5.6,80.07,249.7,1.0,1,1.0,1
UC 203 x 203 x 60,209.6,205.8,9.4,14.2,10.0,181.2,161.2,76.4,1.206,6121.0,584.1,655.7,8.9,22.06,2064.0,200.6,305.3,5.1,4.9,47.1,196.9,1.0,1,1.0,1
UC 203 x 203 x 52,206.2,204.3,7.9,12.5,10.0,181.2,161.2,66.3,1.197,5256.0,509.8,567.0,8.9,18.66,1777.0,174.0,264.2,5.1,4.4,31.66,166.6,1.0,2,1.0,2
UC 203 x 203 x 46,203.2,203.6,7.2,11.0,10.0,181.2,161.2,58.7,1.189,4565.0,449.3,497.1,8.8,16.89,1548.0,152.0,230.8,5.1,4.0,22.07,142.8,2.0,3,2.0,3
UC 152 x 152 x 51,170.2,157.4,11.0,15.7,8.0,138.8,122.80000000000001,65.2,0.934,3229.0,379.5,438.4,7.0,20.05,1022.0,129.8,199.0,3.9,5.1,49.08,60.89,1.0,1,1.0,1
UC 152 x 152 x 44,166.0,155.9,9.5,13.6,8.0,138.8,122.80000000000001,56.1,0.923,2705.0,325.9,372.5,6.9,17.2,860.1,110.3,168.7,3.9,4.6,31.88,49.86,1.0,1,1.0,1
UC 152 x 152 x 37,161.8,154.4,8.0,11.5,8.0,138.8,122.80000000000001,47.1,0.911,2212.0,273.5,309.1,6.8,14.41,706.2,91.48,139.6,3.8,4.0,19.3,39.84,1.0,1,1.0,1
UC 152 x 152 x 30,157.6,152.9,6.5,9.4,8.0,138.8,122.80000000000001,38.3,0.9,1750.0,222.1,248.0,6.7,11.68,560.4,73.31,111.6,3.8,3.4,10.6,30.74,1.0,2,1.0,2
UC 152 x 152 x 23,152.4,152.2,5.8,6.8,8.0,138.8,122.80000000000001,29.2,0.888,1252.0,164.3,182.3,6.5,10.08,399.9,52.55,80.18,3.6,2.8,4.693,21.17,3.0,3,3.0,3
W (metric),,,,,,,,,,,,,,,,,,,,,,,,,
W 1100 x 400 x 607,1138.0,410.0,31.0,55.0,30.0,1028.0,968.0,777.4,3.802,1624100.0,28540.0,33000.0,45.7,376.4,63470.0,3096.0,4886.0,9.0,17.6,5789.0,185250.0,1.0,1,3.0,4
W 1100 x 400 x 548,1128.0,407.0,28.0,50.0,30.0,1028.0,968.0,702.5,3.776,1456640.0,25820.0,29720.0,45.5,339.5,56400.0,2771.0,4358.0,8.9,16.3,4344.0,163220.0,1.0,1,4.0,4
W 1100 x 400 x 499,1118.0,405.0,26.0,45.0,30.0,1028.0,968.0,635.0,3.752,1305020.0,23340.0,26810.0,45.1,313.7,50000.0,2469.0,3879.0,8.8,15.1,3253.0,143400.0,1.0,1,4.0,4
W 1100 x 400 x 433,1108.0,402.0,22.0,40.0,30.0,1028.0,968.0,551.0,3.728,1136540.0,20510.0,23370.0,45.2,266.6,43420.0,2160.0,3370.0,8.8,13.7,2229.0,123500.0,1.0,1,4.0,4
W 1100 x 400 x 390,1100.0,400.0,20.0,36.0,30.0,1028.0,968.0,497.0,3.708,1016360.0,18470.0,20990.0,45.0,242.1,38490.0,1924.0,2995.0,8.7,12.7,1649.0,108680.0,1.0,1,4.0,4
W 1100 x 400 x 343,1090.0,400.0,18.0,31.0,30.0,1028.0,968.0,436.0,3.692,878350.0,16110.0,18270.0,44.6,216.9,33130.0,1656.0,2575.0,8.6,11.5,1104.0,92700.0,1.0,2,4.0,4
W 1000 x 400 x 976,1108.0,428.0,50.0,89.9,30.0,928.1,868.1,1243.0,3.776,2348680.0,42390.0,50290.0,43.4,570.7,118520.0,5538.0,8838.0,9.7,26.4,24410.0,304410.0,1.0,1,1.0,1
W 1000 x 400 x 883,1092.0,424.0,45.5,82.0,30.0,928.1,868.1,1125.0,3.737,2096410.0,38390.0,45260.0,43.1,516.4,104970.0,4951.0,7873.0,9.6,24.4,18510.0,265670.0,1.0,1,1.0,1
W 1000 x 400 x 748,1068.0,417.0,39.0,70.0,30.0,928.1,868.1,953.0,3.674,1731940.0,32430.0,37880.0,42.6,438.9,85110.0,4082.0,6459.0,9.4,21.4,11550.0,210640.0,1.0,1,1.0,1
W 1000 x 400 x 642,1048.0,412.0,34.0,60.0,30.0,928.1,868.1,818.0,3.624,1450580.0,27680.0,32090.0,42.1,379.6,70280.0,3411.0,5378.0,9.2,18.9,7381.0,170660.0,1.0,1,1.0,2
W 1000 x 400 x 591,1040.0,409.0,31.0,55.9,30.0,928.1,868.1,753.0,3.602,1331030.0,25590.0,29520.0,42.0,346.3,64010.0,3130.0,4915.0,9.2,17.7,5895.0,154320.0,1.0,1,2.0,3
W 1000 x 400 x 554,1032.0,408.0,29.5,52.0,30.0,928.1,868.1,706.0,3.585,1232370.0,23880.0,27490.0,41.7,328.0,59090.0,2896.0,4546.0,9.1,16.8,4834.0,141320.0,1.0,1,2.0,3
W 1000 x 400 x 539,1030.0,407.0,28.4,51.1,30.0,928.1,868.1,687.0,3.58,1202530.0,23350.0,26820.0,41.8,316.3,57630.0,2832.0,4435.0,9.1,16.5,4529.0,137550.0,1.0,1,2.0,4
W 1000 x 400 x 483,1020.0,404.0,25.4,46.0,30.0,928.1,868.1,615.0,3.554,1067480.0,20930.0,23920.0,41.6,282.7,50710.0,2510.0,3918.0,9.0,15.2,3306.0,119890.0,1.0,1,4.0,4
W 1000 x 400 x 443,1012.0,402.0,23.6,41.9,30.0,928.1,868.1,564.0,3.533,966510.0,19100.0,21770.0,41.4,261.8,45490.0,2263.0,3529.0,8.9,14.2,2543.0,106730.0,1.0,1,4.0,4
W 1000 x 400 x 412,1008.0,402.0,21.1,40.0,30.0,928.1,868.1,525.0,3.53,910470.0,18060.0,20460.0,41.6,235.9,43400.0,2159.0,3348.0,9.0,13.6,2144.0,101450.0,1.0,1,4.0,4
W 1000 x 400 x 371,1000.0,400.0,19.0,36.1,30.0,928.1,868.1,473.0,3.51,813730.0,16270.0,18360.0,41.4,212.5,38580.0,1929.0,2984.0,9.0,12.6,1588.0,89440.0,1.0,1,4.0,4
W 1000 x 400 x 321,990.0,400.0,16.5,31.0,30.0,928.1,868.1,408.0,3.495,696440.0,14060.0,15790.0,41.2,184.5,33120.0,1656.0,2554.0,9.0,11.3,1033.0,76020.0,1.0,2,4.0,4
W 1000 x 400 x 296,982.0,400.0,16.5,27.1,30.0,928.1,868.1,377.0,3.479,620310.0,12630.0,14250.0,40.5,181.5,28960.0,1448.0,2242.0,8.7,10.5,763.6,65890.0,1.0,2,4.0,4
W 1000 x 300 x 584,1056.0,314.0,36.0,64.0,30.0,928.1,868.1,744.0,3.244,1246070.0,23590.0,28030.0,40.9,403.2,33430.0,2129.0,3474.0,6.7,19.9,7153.0,81240.0,1.0,1,1.0,2
W 1000 x 300 x 494,1036.0,309.0,31.0,54.0,30.0,928.1,868.1,629.0,3.194,1027950.0,19840.0,23410.0,40.4,344.5,26820.0,1736.0,2818.0,6.5,17.4,4395.0,64010.0,1.0,1,2.0,3
W 1000 x 300 x 486,1036.0,308.0,30.0,54.1,30.0,928.1,868.1,619.3,3.192,1019880.0,19680.0,23170.0,40.5,334.7,26590.0,1726.0,2791.0,6.5,17.3,4293.0,63490.0,1.0,1,2.0,3
W 1000 x 300 x 438,1026.0,305.0,26.9,49.0,30.0,928.1,868.1,556.0,3.167,909170.0,17720.0,20740.0,40.4,299.9,23350.0,1531.0,2462.0,6.4,16.0,3181.0,55290.0,1.0,1,3.0,4
W 1000 x 300 x 415,1020.0,304.0,26.0,46.0,30.0,928.1,868.1,528.0,3.152,853120.0,16720.0,19570.0,40.1,288.5,21700.0,1428.0,2297.0,6.4,15.3,2703.0,51080.0,1.0,1,3.0,4
W 1000 x 300 x 393,1016.0,303.0,24.4,43.9,30.0,928.1,868.1,501.0,3.144,807680.0,15890.0,18530.0,40.1,271.2,20490.0,1352.0,2167.0,6.4,14.7,2329.0,48080.0,1.0,1,4.0,4
W 1000 x 300 x 350,1008.0,302.0,21.1,40.0,30.0,928.1,868.1,446.0,3.13,722960.0,14340.0,16580.0,40.3,235.9,18460.0,1222.0,1940.0,6.4,13.6,1718.0,43010.0,1.0,1,4.0,4
W 1000 x 300 x 314,1000.0,300.0,19.1,35.9,30.0,928.1,868.1,400.0,3.11,644210.0,12880.0,14850.0,40.1,213.4,16230.0,1082.0,1712.0,6.3,12.6,1263.0,37530.0,1.0,1,4.0,4
W 1000 x 300 x 272,990.0,300.0,16.5,31.0,30.0,928.1,868.1,346.0,3.095,553840.0,11180.0,12820.0,39.9,184.5,14000.0,933.6,1469.0,6.3,11.3,834.8,32070.0,1.0,2,4.0,4
W 1000 x 300 x 249,980.0,300.0,16.5,26.0,30.0,928.1,868.1,317.0,3.075,481070.0,9817.0,11340.0,38.9,180.7,11750.0,783.6,1244.0,6.0,10.3,581.9,26620.0,1.0,2,4.0,4
W 1000 x 300 x 222,970.0,300.0,16.0,21.1,30.0,928.1,868.1,282.0,3.056,407660.0,8405.0,9803.0,37.9,172.2,9545.0,636.3,1020.0,5.8,9.3,390.0,21370.0,1.0,-,4.0,-
W 920 x 420 x 1377,1093.0,473.0,76.7,115.1,25.0,863.2,813.2,1754.0,3.882,3035400.0,55540.0,67740.0,41.5,812.9,206350.0,8725.0,14160.0,10.8,33.6,60450.0,485320.0,1.0,1,1.0,1
W 920 x 420 x 1269,1093.0,461.0,64.0,115.1,25.0,863.2,813.2,1617.0,3.859,2901080.0,53080.0,64020.0,42.3,688.7,189900.0,8238.0,13130.0,10.8,32.3,52120.0,449320.0,1.0,1,1.0,1
W 920 x 420 x 1194,1081.0,457.0,60.5,109.0,25.0,863.2,813.2,1522.0,3.826,2696760.0,49890.0,59910.0,42.0,647.9,175050.0,7660.0,12190.0,10.7,30.7,44110.0,409540.0,1.0,1,1.0,1
W 920 x 420 x 1077,1061.0,451.0,55.0,99.1,25.0,863.2,813.2,1372.0,3.773,2379090.0,44840.0,53450.0,41.6,583.9,152760.0,6774.0,10740.0,10.5,28.2,33050.0,350470.0,1.0,1,1.0,1
W 920 x 420 x 970,1043.0,446.0,50.0,89.9,25.0,862.8,812.8,1237.0,3.727,2104260.0,40350.0,47750.0,41.2,526.8,133870.0,6003.0,9497.0,10.3,25.9,24680.0,301870.0,1.0,1,1.0,1
W 920 x 420 x 787,1011.0,437.0,40.9,73.9,25.0,862.8,812.8,1004.0,3.645,1649860.0,32630.0,38110.0,40.5,425.5,103310.0,4728.0,7431.0,10.1,21.7,13650.0,225650.0,1.0,1,1.0,1
W 920 x 420 x 725,999.0,434.0,38.1,68.1,25.0,862.8,812.8,924.0,3.615,1496530.0,29960.0,34830.0,40.2,394.0,93210.0,4295.0,6739.0,10.0,20.3,10750.0,201000.0,1.0,1,1.0,1
W 920 x 420 x 656,987.0,431.0,34.5,62.0,25.0,862.8,812.8,837.0,3.586,1339430.0,27140.0,31360.0,39.9,355.4,83050.0,3854.0,6027.0,9.9,18.7,8098.0,176960.0,1.0,1,1.0,1
W 920 x 420 x 588,975.0,427.0,31.0,55.9,25.0,862.8,812.8,750.0,3.553,1185310.0,24310.0,27940.0,39.7,318.2,72770.0,3408.0,5314.0,9.8,17.2,5923.0,153180.0,1.0,1,1.0,2
W 920 x 420 x 537,965.0,425.0,28.4,51.1,25.0,862.8,812.8,685.0,3.53,1069610.0,22160.0,25360.0,39.5,290.4,65560.0,3085.0,4799.0,9.7,15.9,4542.0,136510.0,1.0,1,2.0,3
W 920 x 420 x 491,957.0,422.0,25.9,47.0,25.0,862.8,812.8,626.0,3.507,970410.0,20280.0,23090.0,39.3,264.5,59010.0,2796.0,4339.0,9.7,14.9,3520.0,121870.0,1.0,1,3.0,4
W 920 x 420 x 449,948.0,423.0,24.0,42.7,25.0,862.8,812.8,576.0,3.497,878790.0,18540.0,21040.0,39.1,243.9,53980.0,2552.0,3953.0,9.7,13.8,2692.0,110360.0,1.0,1,3.0,4
W 920 x 420 x 420,943.0,422.0,22.5,39.9,25.0,862.8,812.8,535.0,3.486,817410.0,17330.0,19620.0,39.0,228.5,50070.0,2373.0,3671.0,9.6,13.1,2208.0,101890.0,1.0,1,4.0,4
W 920 x 420 x 390,936.0,420.0,21.3,36.6,25.0,862.8,812.8,497.0,3.466,745810.0,15930.0,18010.0,38.7,215.2,45270.0,2156.0,3334.0,9.5,12.3,1741.0,91390.0,1.0,1,4.0,4
W 920 x 420 x 368,931.0,419.0,20.3,34.3,25.0,862.8,812.8,468.0,3.454,696290.0,14950.0,16880.0,38.5,204.5,42120.0,2010.0,3108.0,9.4,11.8,1452.0,84530.0,1.0,1,4.0,4
W 920 x 420 x 344,927.0,418.0,19.3,32.0,25.0,862.8,812.8,439.0,3.444,649060.0,14000.0,15790.0,38.4,194.1,39010.0,1866.0,2884.0,9.4,11.2,1198.0,78000.0,1.0,1,4.0,4
W 920 x 310 x 576,993.0,322.0,36.1,65.0,25.0,862.8,812.8,733.2,3.159,1105790.0,22270.0,26370.0,38.7,372.8,36530.0,2269.0,3663.0,7.0,19.5,7292.0,77860.0,1.0,1,1.0,1
W 920 x 310 x 521,981.0,319.0,33.0,58.9,25.0,862.8,812.8,663.7,3.129,986480.0,20110.0,23700.0,38.4,339.1,32150.0,2015.0,3243.0,6.9,18.0,5470.0,67730.0,1.0,1,1.0,2
W 920 x 310 x 474,971.0,316.0,30.0,54.1,25.0,862.8,812.8,603.9,3.103,889750.0,18320.0,21480.0,38.3,307.4,28660.0,1814.0,2906.0,6.8,16.7,4210.0,59790.0,1.0,1,2.0,2
W 920 x 310 x 425,961.0,313.0,26.9,49.0,25.0,862.8,812.8,542.0,3.077,792250.0,16480.0,19220.0,38.1,275.1,25200.0,1610.0,2566.0,6.8,15.4,3113.0,52070.0,1.0,1,2.0,4
W 920 x 310 x 381,951.0,310.0,24.4,43.9,25.0,862.8,812.8,486.0,3.05,700850.0,14730.0,17110.0,37.8,248.6,21910.0,1414.0,2247.0,6.6,14.1,2265.0,44830.0,1.0,1,3.0,4
W 920 x 310 x 345,943.0,308.0,22.1,39.9,25.0,862.8,812.8,440.0,3.031,629660.0,13350.0,15440.0,37.7,224.9,19520.0,1267.0,2006.0,6.6,13.1,1705.0,39610.0,1.0,1,4.0,4
W 920 x 310 x 313,932.0,309.0,21.1,34.5,25.0,862.8,812.8,399.0,3.015,552310.0,11850.0,13720.0,37.1,211.9,17040.0,1103.0,1751.0,6.5,11.9,1206.0,34160.0,1.0,1,4.0,4
W 920 x 310 x 289,927.0,308.0,19.4,32.0,25.0,862.8,812.8,368.0,3.004,508550.0,10970.0,12660.0,37.0,194.9,15640.0,1016.0,1607.0,6.5,11.2,962.1,31200.0,1.0,1,4.0,4
W 920 x 310 x 271,923.0,307.0,18.4,30.0,25.0,862.8,812.8,346.0,2.994,475640.0,10300.0,11870.0,36.9,184.6,14520.0,946.2,1494.0,6.4,10.7,804.5,28840.0,1.0,1,4.0,4
W 920 x 310 x 253,919.0,306.0,17.3,27.9,25.0,862.8,812.8,323.0,2.984,441530.0,9609.0,11050.0,36.8,173.4,13370.0,874.0,1378.0,6.4,10.2,657.4,26440.0,1.0,1,4.0,4
W 920 x 310 x 238,915.0,305.0,16.5,25.9,25.0,862.8,812.8,303.0,2.974,410490.0,8972.0,10320.0,36.6,165.0,12290.0,805.9,1270.0,6.3,9.7,542.2,24200.0,1.0,1,4.0,4
W 920 x 310 x 223,911.0,304.0,15.9,23.9,25.0,862.8,812.8,285.0,2.963,380910.0,8362.0,9635.0,36.3,158.3,11230.0,738.8,1166.0,6.2,9.2,446.9,22010.0,1.0,1,4.0,4
W 920 x 310 x 201,903.0,304.0,15.2,20.1,25.0,862.8,812.8,256.0,2.949,329280.0,7293.0,8452.0,35.6,149.6,9447.0,621.5,985.6,6.0,8.4,311.3,18340.0,1.0,-,4.0,-
W 840 x 400 x 576,913.0,411.0,32.0,57.9,20.0,797.1,757.1,735.0,3.372,1011770.0,22160.0,25560.0,37.1,300.2,67220.0,3271.0,5101.0,9.5,17.1,6167.0,122460.0,1.0,1,1.0,2
W 840 x 400 x 527,903.0,409.0,29.5,53.1,20.0,797.1,757.1,672.0,3.349,915080.0,20260.0,23270.0,36.8,275.3,60730.0,2969.0,4621.0,9.5,15.9,4777.0,109340.0,1.0,1,1.0,2
W 840 x 400 x 473,893.0,406.0,26.4,48.0,20.0,797.1,757.1,603.0,3.323,813200.0,18210.0,20790.0,36.7,245.7,53670.0,2643.0,4100.0,9.4,14.5,3511.0,95560.0,1.0,1,2.0,3
W 840 x 400 x 433,885.0,404.0,24.4,43.9,20.0,797.1,757.1,552.0,3.303,736270.0,16630.0,18920.0,36.4,226.2,48350.0,2393.0,3706.0,9.3,13.5,2704.0,85320.0,1.0,1,3.0,4
W 840 x 400 x 392,877.0,401.0,22.1,39.9,20.0,797.1,757.1,499.0,3.279,659650.0,15040.0,17040.0,36.3,204.3,42960.0,2142.0,3310.0,9.2,12.5,2026.0,75110.0,1.0,1,4.0,4
W 840 x 400 x 359,868.0,403.0,21.1,35.6,20.0,797.1,757.1,457.0,3.271,591620.0,13630.0,15420.0,35.9,193.3,38900.0,1930.0,2984.0,9.2,11.5,1510.0,67260.0,1.0,1,4.0,4
W 840 x 400 x 329,862.0,401.0,19.7,32.4,20.0,797.1,757.1,419.0,3.254,535820.0,12430.0,14040.0,35.7,179.8,34870.0,1739.0,2687.0,9.1,10.7,1159.0,59910.0,1.0,1,4.0,4
W 840 x 400 x 299,856.0,400.0,18.2,29.2,20.0,797.1,757.1,381.0,3.241,481680.0,11250.0,12680.0,35.5,165.5,31190.0,1559.0,2406.0,9.0,10.0,866.2,53220.0,1.0,1,4.0,4
W 840 x 295 x 251,859.0,292.0,17.0,31.0,20.0,797.1,757.1,319.0,2.818,387490.0,9021.0,10320.0,34.8,156.5,12900.0,883.7,1383.0,6.3,10.2,745.5,22040.0,1.0,1,4.0,4
W 840 x 295 x 226,851.0,294.0,16.1,26.8,20.0,797.1,757.1,288.0,2.811,341070.0,8015.0,9188.0,34.3,146.8,11380.0,774.4,1214.0,6.2,9.3,522.6,19270.0,1.0,1,4.0,4
W 840 x 295 x 210,846.0,293.0,15.4,24.4,20.0,797.1,757.1,268.0,2.799,311710.0,7369.0,8455.0,34.0,139.7,10250.0,700.2,1098.0,6.1,8.7,412.7,17260.0,1.0,1,4.0,4
W 840 x 295 x 193,840.0,292.0,14.7,21.7,20.0,797.1,757.1,247.0,2.784,279440.0,6653.0,7652.0,33.6,132.4,9030.0,618.5,972.2,6.0,8.1,311.8,15070.0,1.0,2,4.0,4
W 840 x 295 x 176,835.0,292.0,14.0,18.8,20.0,797.1,757.1,224.0,2.776,247370.0,5925.0,6841.0,33.1,125.2,7824.0,535.9,844.4,5.8,7.5,226.8,12990.0,1.0,2,4.0,4
W 760 x 380 x 582,843.0,396.0,34.5,62.0,20.0,719.1,679.1,742.0,3.167,861550.0,20440.0,23750.0,34.0,297.6,64430.0,3254.0,5082.0,9.3,18.1,7219.0,97850.0,1.0,1,1.0,1
W 760 x 380 x 531,833.0,393.0,31.5,56.9,20.0,719.1,679.1,676.0,3.141,776640.0,18640.0,21550.0,33.8,270.6,57760.0,2939.0,4579.0,9.2,16.8,5563.0,86670.0,1.0,1,1.0,1
W 760 x 380 x 484,823.0,390.0,29.0,52.1,20.0,719.1,679.1,617.0,3.114,698760.0,16980.0,19530.0,33.6,247.8,51660.0,2649.0,4119.0,9.1,15.6,4279.0,76520.0,1.0,1,1.0,1
W 760 x 380 x 434,813.0,387.0,25.9,47.0,20.0,719.1,679.1,553.0,3.088,618840.0,15220.0,17400.0,33.4,220.6,45510.0,2352.0,3646.0,9.0,14.3,3127.0,66600.0,1.0,1,1.0,2
W 760 x 380 x 389,803.0,385.0,23.6,41.9,20.0,719.1,679.1,495.0,3.064,545190.0,13570.0,15450.0,33.1,199.8,39930.0,2074.0,3211.0,8.9,13.0,2247.0,57710.0,1.0,1,2.0,3
W 760 x 380 x 350,795.0,382.0,21.1,38.1,20.0,719.1,679.1,445.0,3.041,486880.0,12240.0,13860.0,33.0,178.3,35460.0,1856.0,2865.0,8.9,12.0,1675.0,50690.0,1.0,1,3.0,4
W 760 x 380 x 314,786.0,384.0,19.7,33.4,20.0,719.1,679.1,400.0,3.034,428860.0,10910.0,12320.0,32.6,165.0,31570.0,1644.0,2537.0,8.8,10.9,1182.0,44630.0,1.0,1,4.0,4
W 760 x 380 x 284,780.0,382.0,18.0,30.1,20.0,719.1,679.1,362.0,3.018,383750.0,9839.0,11070.0,32.5,150.4,28000.0,1466.0,2259.0,8.7,10.1,875.0,39310.0,1.0,1,4.0,4
W 760 x 380 x 257,772.0,381.0,16.6,27.1,20.0,719.1,679.1,328.0,3.0,342050.0,8861.0,9951.0,32.2,137.9,25010.0,1313.0,2020.0,8.7,9.4,651.1,34650.0,1.0,1,4.0,4
W 760 x 265 x 220,779.0,266.0,16.5,30.0,20.0,719.1,679.1,281.0,2.555,279390.0,7173.0,8231.0,31.4,139.0,9443.0,710.0,1114.0,5.7,9.9,620.5,13190.0,1.0,1,4.0,4
W 760 x 265 x 196,770.0,268.0,15.6,25.4,20.0,719.1,679.1,251.0,2.546,241470.0,6271.0,7207.0,30.9,129.7,8177.0,610.2,960.1,5.6,8.9,416.5,11290.0,1.0,1,4.0,4
W 760 x 265 x 185,766.0,267.0,14.9,23.6,20.0,719.1,679.1,235.0,2.536,224140.0,5852.0,6724.0,30.7,123.4,7511.0,562.6,885.1,5.6,8.5,343.3,10310.0,1.0,1,4.0,4
W 760 x 265 x 173,762.0,267.0,14.4,21.6,20.0,719.1,679.1,221.0,2.529,207010.0,5433.0,6251.0,30.5,118.6,6875.0,515.0,811.1,5.5,8.1,278.7,9390.0,1.0,1,4.0,4
W 760 x 265 x 161,758.0,266.0,13.8,19.3,20.0,719.1,679.1,205.0,2.518,187250.0,4940.0,5699.0,30.1,113.0,6074.0,456.7,720.9,5.4,7.5,215.1,8258.0,1.0,1,4.0,4
W 760 x 265 x 147,753.0,265.0,13.2,17.0,20.0,719.1,679.1,188.0,2.505,167250.0,4442.0,5143.0,29.7,107.3,5291.0,399.3,632.0,5.2,7.0,163.2,7140.0,1.0,1,4.0,4
W 760 x 265 x 134,750.0,264.0,11.9,15.5,20.0,719.1,679.1,170.0,2.498,151580.0,4042.0,4665.0,29.7,97.03,4767.0,361.1,569.1,5.2,6.6,123.7,6410.0,1.0,2,4.0,4
W 690 x 360 x 802,826.0,387.0,50.0,89.9,20.0,645.9,605.9,1022.0,3.066,1063170.0,25740.0,30930.0,32.2,407.4,87540.0,4524.0,7146.0,9.2,25.3,20610.0,117630.0,1.0,1,1.0,1
W 690 x 360 x 548,772.0,372.0,35.1,63.0,20.0,645.9,605.9,698.0,2.927,672930.0,17430.0,20380.0,31.0,277.4,54300.0,2919.0,4565.0,8.8,18.4,7065.0,67920.0,1.0,1,1.0,1
W 690 x 360 x 500,762.0,369.0,32.0,57.9,20.0,645.9,605.9,637.0,2.902,606230.0,15910.0,18490.0,30.8,251.9,48670.0,2638.0,4114.0,8.7,17.1,5459.0,60090.0,1.0,1,1.0,1
W 690 x 360 x 457,752.0,367.0,29.5,53.1,20.0,645.9,605.9,582.0,2.879,546550.0,14530.0,16800.0,30.6,230.8,43890.0,2392.0,3723.0,8.6,15.9,4228.0,53420.0,1.0,1,1.0,1
W 690 x 360 x 419,744.0,364.0,26.9,49.0,20.0,645.9,605.9,533.0,2.856,495390.0,13310.0,15310.0,30.4,209.9,39500.0,2170.0,3369.0,8.6,14.8,3299.0,47560.0,1.0,1,1.0,1
W 690 x 360 x 384,736.0,362.0,24.9,45.0,20.0,645.9,605.9,489.0,2.836,448880.0,12190.0,13960.0,30.2,193.4,35670.0,1970.0,3054.0,8.5,13.8,2569.0,42470.0,1.0,1,1.0,2
W 690 x 360 x 350,728.0,360.0,23.1,40.9,20.0,645.9,605.9,446.0,2.815,403400.0,11080.0,12630.0,30.0,178.5,31870.0,1771.0,2742.0,8.4,12.8,1953.0,37530.0,1.0,1,1.0,2
W 690 x 360 x 323,722.0,359.0,21.1,38.1,20.0,645.9,605.9,411.0,2.803,371040.0,10270.0,11660.0,29.9,162.9,29430.0,1640.0,2532.0,8.4,12.0,1567.0,34350.0,1.0,1,2.0,3
W 690 x 360 x 289,714.0,356.0,19.0,34.0,20.0,645.9,605.9,368.0,2.78,326240.0,9138.0,10320.0,29.7,146.2,25610.0,1438.0,2217.0,8.3,11.0,1120.0,29550.0,1.0,1,3.0,4
W 690 x 360 x 265,706.0,358.0,18.4,30.2,20.0,645.9,605.9,337.0,2.773,291790.0,8266.0,9333.0,29.3,139.8,23130.0,1292.0,1994.0,8.2,10.2,833.7,26360.0,1.0,1,3.0,4
W 690 x 360 x 240,701.0,356.0,16.8,27.4,20.0,645.9,605.9,306.0,2.758,262680.0,7494.0,8433.0,29.2,127.5,20630.0,1159.0,1786.0,8.1,9.5,627.2,23370.0,1.0,1,4.0,4
W 690 x 360 x 217,695.0,355.0,15.4,24.8,20.0,645.9,605.9,277.0,2.745,235790.0,6785.0,7613.0,29.0,116.5,18510.0,1043.0,1605.0,8.1,8.8,471.5,20760.0,1.0,1,4.0,4
W 690 x 250 x 192,702.0,254.0,15.5,27.9,20.0,645.9,605.9,244.0,2.355,199440.0,5682.0,6504.0,28.5,119.0,7645.0,602.0,943.0,5.5,9.4,479.7,8656.0,1.0,1,4.0,4
W 690 x 250 x 170,693.0,256.0,14.5,23.6,20.0,645.9,605.9,216.0,2.347,171440.0,4947.0,5665.0,28.0,109.9,6620.0,517.2,811.2,5.5,8.5,318.9,7392.0,1.0,1,4.0,4
W 690 x 250 x 152,688.0,254.0,13.1,21.1,20.0,645.9,605.9,194.0,2.331,152100.0,4421.0,5049.0,27.9,99.23,5779.0,455.0,712.1,5.4,7.8,231.9,6407.0,1.0,1,4.0,4
W 690 x 250 x 140,684.0,254.0,12.4,18.9,20.0,645.9,605.9,179.0,2.325,137570.0,4022.0,4596.0,27.6,93.46,5176.0,407.6,638.1,5.3,7.3,177.0,5708.0,1.0,1,4.0,4
W 690 x 250 x 125,678.0,253.0,11.7,16.3,20.0,645.9,605.9,160.0,2.31,119980.0,3539.0,4056.0,27.2,87.37,4412.0,348.7,547.3,5.2,6.7,125.8,4815.0,1.0,2,4.0,4
W 610 x 325 x 551,711.0,347.0,38.6,69.1,20.0,573.0,533.0,702.0,2.698,559070.0,15720.0,18650.0,28.1,278.8,48410.0,2790.0,4381.0,8.2,20.0,8577.0,49560.0,1.0,1,1.0,1
W 610 x 325 x 498,699.0,343.0,35.1,63.0,20.0,573.0,533.0,635.0,2.665,496220.0,14190.0,16720.0,27.9,251.8,42590.0,2483.0,3889.0,8.1,18.4,6477.0,42840.0,1.0,1,1.0,1
W 610 x 325 x 455,689.0,340.0,32.0,57.9,20.0,573.0,533.0,579.0,2.64,446080.0,12940.0,15140.0,27.7,228.5,38090.0,2241.0,3500.0,8.0,17.1,5004.0,37760.0,1.0,1,1.0,1
W 610 x 325 x 415,679.0,338.0,29.5,53.1,20.0,573.0,533.0,529.0,2.617,401320.0,11820.0,13750.0,27.4,209.3,34300.0,2030.0,3164.0,8.0,15.9,3876.0,33460.0,1.0,1,1.0,1
W 610 x 325 x 372,669.0,335.0,26.4,48.0,20.0,573.0,533.0,474.0,2.591,354790.0,10600.0,12240.0,27.2,186.5,30170.0,1801.0,2799.0,7.9,14.5,2850.0,28990.0,1.0,1,1.0,1
